epoch,train_loss,val_loss
1,0.423440147212973,0.4004899085833515
2,0.3435861706326987,0.3911974043603156
3,0.3309092777895804,0.39130116866905473
4,0.32565421225873487,0.3915370059114606
5,0.3220168933951802,0.39770263852334076
6,0.31894361048369113,0.3966347739828114
