epoch,train_loss,val_loss
1,0.42308271034438566,0.4031761802938587
2,0.34589260245153525,0.39531414927697234
3,0.33477240767852184,0.39293072347681485
4,0.32957929593138907,0.3949264898042011
5,0.3258853795122096,0.3953024530360147
6,0.3227444017604914,0.394760533756005
7,0.31997330552155584,0.3970628945564262
