epoch,train_loss,val_loss
1,0.40982449126712484,0.4079801963393096
2,0.3372504626518344,0.3933423860184453
3,0.3230496350578669,0.3908756682447567
4,0.3145745967162157,0.3865711502208831
5,0.3077693032018513,0.378357606088533
6,0.30139605033981787,0.3813366689373227
7,0.2959110148604984,0.3859436521737692
8,0.29079531897228866,0.39244859939927507
9,0.28575978353604253,0.38867374248565384
