epoch,train_loss,val_loss
1,0.424531225065043,0.4009176592538311
2,0.3417997833231254,0.3961183162125306
3,0.3299993899171604,0.39187828914881256
4,0.3250874164029091,0.4032993518622818
5,0.3209382713912984,0.3999109060900986
6,0.31761956456762075,0.40034959301067763
7,0.3141868490505195,0.4019862917578144
