epoch,train_loss,val_loss
1,0.40532834069506574,0.4036270994669313
2,0.34201508092645355,0.39480256252228074
3,0.33198424924235836,0.3937665767730421
4,0.32597270566786324,0.39532306770104003
5,0.31899454367490404,0.396252264756306
6,0.3121880633633215,0.39452351593667534
7,0.30503284411376336,0.39449347391756223
